Files	SourceLab	Magnification	Stain	Species	Strain	DateAdded	FileSize_bytes_	md5
estrus/061520 F5_2020_06_23_0274.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:02	4983494	0F57B680D2FD166C2DE040BB39E82BF2
estrus/061520 F7_2020_06_23_0278.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:01	4773750	CF8509CC38EDC45197E8EB77F9F4AAF0
estrus/061520 F7_2020_06_23_0279.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:01	5146155	9E5299BD39C8E1FBAA502B918671BD25
estrus/061520 F7_2020_06_23_0280.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:02	5375814	6A77F0368C06ADCA95F579B510CD4616
estrus/061520 F8_2020_06_23_0281.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:01	5174314	13C53654558A07E5C97B0C74A14F6DB8
estrus/061520 F8_2020_06_23_0282.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:00	4962037	11DF04D0C66BFDC0FC4CB7037BD98A49
estrus/061520 F8_2020_06_23_0283.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:59	5115086	755E8EA3B7D041B54FC53677A4AECAD4
estrus/061620 F1_2020_06_23_0290.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:59	4973176	84E84DB9674E66C9BAD2F9C6666F83F8
estrus/061620 F1_2020_06_23_0291.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:59	5333319	2129CF87E91B76D24AF681BADAA951AC
estrus/061620 F1_2020_06_23_0292.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:57	4522338	F0754FE9662C858C6325CB3D80ABEF21
estrus/061620 F2_2020_06_23_0293.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:01	4741726	3D2A1856BF622629DA52899D4FF6EC5C
estrus/061620 F2_2020_06_23_0294.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:57	4618261	D40AADABA61FB2595272017BD76F4520
estrus/061620 F2_2020_06_23_0295.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:56	4414259	6A7BFF7239ED4D5F9A81C9EA51D3D215
estrus/061620 F3_2020_06_23_0296.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:00	5240058	21F76693D0EE989D17B2120543E32CCF
estrus/061620 F3_2020_06_23_0297.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:00	5203889	632D190E406247318DEE7801F1688E63
estrus/061620 F3_2020_06_23_0298.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:57	5092915	0C8125B10AC470FFCF4EC482FDA5B7D5
estrus/061620 F6_2020_06_23_0305.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:55	5356098	9EFE02CAE745D50BAA8C86CD89CF913A
estrus/061620 F6_2020_06_23_0306.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:55	5581142	1375467A8185EDB376012AC2AD292835
estrus/061620 F6_2020_06_23_0307.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:55	5318185	041B3E45F468EBF74E89ADA48D58A442
estrus/061620 F7_2020_06_23_0308.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	5574622	B50B6F64C5BEA50622FE15F6B351DB73
estrus/061620 F7_2020_06_23_0309.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:56	5327264	06F5F8B3DFB204E62043EA09CEA29459
estrus/061620 F7_2020_06_23_0310.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	5205737	5C2A8D8968EBEB81AAF7A753941FC61D
estrus/061620 F9_2020_06_23_0314.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	4969398	E0F4B9308073C3DB2579D926B5B86B9A
estrus/061620 F9_2020_06_23_0315.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	5020457	393F4E1C6CB0E8899D7E4E5FFEFC5B8D
estrus/061620 F9_2020_06_23_0316.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:53	4674921	835297BC668CD96E05C01B6C3E2555C5
estrus/061920 F4_2020_06_23_0360.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	5830237	E00D748CD42C5F3E191B23BA37AB452D
estrus/061920 F4_2020_06_23_0361.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	5729794	2752B8F660229B05F83D7D00A7347C76
estrus/061920 F4_2020_06_23_0362.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	5651459	B0964CBF6F2BBE2F1077E01253F73F95
estrus/061920 F5_2020_06_23_0363.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	4451012	2AC2EB19D461B4BFF985D046BCCC100B
estrus/061920 F5_2020_06_23_0364.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4535654	8ED5F8F5A459F085F49DE49466AE10B5
estrus/061920 F5_2020_06_23_0365.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	4844698	46AC243D11999D6301854B7E48A7BB4D
estrus/061920 F8_2020_06_23_0372.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	4631141	EAC8CDABD76817CCF451FF5CEC2A331B
estrus/061920 F8_2020_06_23_0373.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	4725559	ADBA167AE481503446BAB7728217C8EA
estrus/061920 F8_2020_06_23_0374.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:45	5045692	F9C3E111ACD4A1F170CEE8E46DFA905D
estrus/062020 F2_2020_06_23_0385.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:37	5195979	6C3B2368A1B4ED2857A25C1BD6E73782
estrus/062020 F2_2020_06_23_0386.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:37	4980169	2F8651E9CF6FF759CCB6351824969860
estrus/062020 F2_2020_06_23_0387.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:37	5352705	C68EF3AA3ADF368E70918C650B03B1E4
estrus/062020 F6_2020_06_23_0397.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:48	4921245	20FFCAECD857D49047BC11CA1A9EA4DB
estrus/062020 F6_2020_06_23_0398.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:48	4890719	1A3B6639C9FCD263683497A3DA532DD0
estrus/062020 F6_2020_06_23_0399.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	5011551	5015AB6089F33D196F30F0EFEF62405C
estrus/062020 F7_2020_06_23_0400.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	4625635	F02F51B4710F8575C027C347CF4FC256
estrus/062020 F7_2020_06_23_0401.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:40	5032753	EDC99DC1B0130193056B06FD06391B3F
estrus/062020 F7_2020_06_23_0402.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:41	5259729	088564BFBD2CF744033CDA919A4CD81A
estrus/062020 F9_2020_06_23_0406.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:38	4823947	0B057E5A63D8B15AAC3481966E9A9224
estrus/062020 F9_2020_06_23_0407.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:36	4951837	A41B4952C7AB94EA620AA61C690A0BD5
estrus/062020 F9_2020_06_23_0408.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:35	5263790	F1FAA441F51BC9DDF486138389D3EDD3
estrus/062120 F1_2020_06_23_0412.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:34	5213998	F2E898095883BB83ED45FB9B24C3CD78
estrus/062120 F1_2020_06_23_0414.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:35	4844985	FAF978C882E0CBDC843ACC36EC32430D
estrus/062120 F1_2020_06_23_0415.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:33	5399499	0DA949EB59C5D4717D3AC9A7E2EE5B1E
estrus/062120 F7_2020_06_23_0431.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:31	4234745	586E4982BA927C69AD4241CB520066EC
estrus/062120 F7_2020_06_23_0432.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:30	4364997	1173AF5B5204C5ABAB84528B4F69AF4D
estrus/062120 F7_2020_06_23_0433.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:31	4547678	06F8A3F66E7238EEF0FA646255595D99
estrus/08-06-20_01 (2).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:03:16	1629674	1F514FE8962F330F07938B0A89B16410
estrus/08-06-20_01 (3).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:04:05	1725899	AAA652DD98F034A38D31E1B2DD7667BA
estrus/08-06-20_01 (5).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:20	1846013	4CF4A156EBE8D60B5D836BBB3A6A42E0
estrus/08-06-20_01 (6).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:54	1622938	AA9C6018FF3ACD077FFB9E7854AC6DCC
estrus/08-06-20_01 (8).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:07:30	1645617	1C34B3ED5B2E4A2400116AF500164539
estrus/08-06-20_01.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:02:02	1518765	8B0DDC5A4F9E0FC45721EA1374428B02
estrus/08-06-20_02 (2).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:03:16	1603366	ACFF60D83DD900EBC853EF5293F3FDE8
estrus/08-06-20_02 (3).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:04:05	1725549	EEFD62D39644291799DC4BEA2C493FB4
estrus/08-06-20_02 (5).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:20	1871464	FF3E77C4D1327674C15E5AE268BE76CD
estrus/08-06-20_02 (6).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:54	1634548	C56712C9DB9182C4DA7D33D247C1CE78
estrus/08-06-20_02.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:02:02	1421542	EB3BE6CC4CF3BEBC2DE56E62ABA54E5B
estrus/08-06-20_03 (2).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:03:16	1485492	452F75117469D7CC2AE165008B14F596
estrus/08-06-20_03 (3).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:04:05	1754614	B05E96C4B623963ADF78916CBD2CF5E4
estrus/08-06-20_03 (5).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:20	1885589	B3B2A260971619A34A34445104C9B7D4
estrus/08-06-20_03 (6).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:54	1691875	EBA75461F2B091DC4365FA9C782BCA65
estrus/08-06-20_03.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:02:02	1413880	CAD98F08A22358C20B4D3BDC41CF3384
estrus/08-06-20_04 (2).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:03:16	1447406	E3862E8E0C4845D5AE319F28BB3B8C9A
estrus/08-06-20_04 (3).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:04:05	1827626	71B3003A7ED1BEECF9A10B4D8F4D8E03
estrus/08-06-20_04 (5).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:20	1531580	E238F0E94D47F65A1F7C05D1F3B2D7F2
estrus/08-06-20_04 (6).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:54	1448879	402993CA7DF53F469F4B46D41BD3D04B
estrus/08-06-20_04.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:02:02	1410967	6177CDE2024B685DDA9655AAF8140F6A
estrus/08-06-20_05 (2).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:03:16	1639513	AC873CEDE655D20221C251551EAB468A
estrus/08-06-20_05 (3).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:04:05	1854199	0313100008DB746B7EF0707DF77C54EB
estrus/08-06-20_05 (5).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:19	1490645	396706DEFD5A24BA285977B205175BA9
estrus/08-06-20_05 (6).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:54	1441727	F379670B03BB8C720F87E19547807D0E
estrus/08-06-20_05 (7).jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:06:26	1644590	BE990ECE7F73D40CF9DF4A55C4451330
estrus/08-06-20_05.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:02:02	1634047	3425F226B292639B4C13D2C5D5AAE8D5
estrus/08-06-20_06.jpg	Shansky	10X	Crystal Violet	Rat	Long Evans WT	08-Aug-2020 15:05:14	1667364	A69CC5DFF465980B2A41724290C9A22B
estrus/081120 302_005.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	6960821	E1DF546103A978966C6D3A06CEAFA9C8
estrus/081120 302_006.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	7253810	02ABF0A739F6EB92F4527F64DAEAE8BF
estrus/081120 302_007.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	7067625	C5BE327958A1B815BDB1DC38E1545C4C
estrus/081120 303_008.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5873701	81D0D762D0C39C40BA4CC1159A988F5F
estrus/081120 305_014.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	6326611	83DEA8ABD63A60496FC91489DEFCE129
estrus/081120 305_015.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	6024357	6F334B660E70D31A6879B841F7EE348E
estrus/081120 305_016.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	6011009	01780040A35F10792EF6EE8D5889C3B5
estrus/081120 307_020.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	6160408	2F3F2C9129831646D061948FE993A8B0
estrus/081120 307_022.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	6013020	798D7DBAD13D8D11475F469D0339CE0B
estrus/081120 307_023.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	5805122	A70D3D7C009ED01A836FC2D022F313E0
estrus/081120 311_035.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:54	5855293	F7052CA589C4923701787BB951B895CD
estrus/081120 313_040.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:55	5700704	7400619E09594458C980BB14AE9A3F87
estrus/081120 320_060.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:56	6072110	1A2DE00D318FBBF95C06C849F6870696
estrus/081120 320_061.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:56	6200899	16F63EE0E6EFCB5DB149A5AE0371482C
estrus/081120 320_062.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:56	6433623	8864FDD7579D827197263B436F03D58E
estrus/081120 322_066.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:57	5924204	B3CB56FE28FDE065B4E785916D645134
estrus/081120 327_082.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:58	5939676	C2BF7C5EE315A90C48001E5D7294DA81
estrus/081120 327_083.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:58	5976761	8E7B047EC9DD4271DFC6F8F8A2CB9C68
estrus/081120 327_084.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:58	6909767	D24C8BA41F70423E1171D990F4973474
estrus/081120 331_101.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:59	7062965	E2DF32EBE1556EBEFFC74A5C33692303
