Files	SourceLab	Magnification	Stain	Species	Strain	DateAdded	FileSize_bytes_	md5
diestrus/062220 F5_2020_06_23_0457.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	3951282	2FE724BB8BFF64169B0E71744A167F7D
diestrus/062220 F6_2020_06_23_0458.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:27	4298643	B59F3D8F3A51DD1C915B83DA02AF24B3
diestrus/062220 F6_2020_06_23_0459.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:27	4323018	43E7B1CB8B822B9AD2D0E1148EBB6068
diestrus/062220 F6_2020_06_23_0460.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:27	4042605	91D5ED1E0D0E0893D8C6FE0C7A3523F4
diestrus/062220 F7_2020_06_23_0462.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	3942585	4A601F1A9EDF7FFA7B4E609CD2C1A944
diestrus/062220 F7_2020_06_23_0463.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	4129731	3A64EE3F29B9F8E1FB34F828AAA90CC2
diestrus/062220 F7_2020_06_23_0464.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:27	4016233	D0907DC7F954AFD371C29E85F37FF342
diestrus/062220 F8_2020_06_23_0465.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	3940126	099C83E167641F5916C55286C54607B8
diestrus/062220 F8_2020_06_23_0466.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:27	3952921	7D597F0239496562C7A9A2CF77F16B2C
diestrus/062220 F8_2020_06_23_0467.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	3979611	B9CABD5DB05CDB3CECE6E1F12D4415B7
diestrus/062220 F9_2020_06_23_0468.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:25	3940021	1BBAE03E059FA2E396D8B60D4F5BAEB6
diestrus/062220 F9_2020_06_23_0469.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	3949575	732FD77D0E8D1486EB6C40D0D98B5E9A
diestrus/062220 F9_2020_06_23_0470.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:26	4029095	5740C4C72F4C03CC6E469228923F2372
diestrus/081120 306_018.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	5377804	18C18C0C01CDA5E316C6F9451FA54C1C
diestrus/081120 310_032.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:54	5369476	9A2A0A2ADE07CB016FB3DC55203BB560
diestrus/081120 312_036.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:54	5502960	B088CB463E474E19D94407CBAF88B897
diestrus/081120 312_037.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:54	5515293	2116763F22CA1C00A1266D4917BBD90B
diestrus/081120 312_038.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:54	5595756	5F0817FB4869C154C7AB86E2A198607C
diestrus/081120 319_059.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:56	5219281	E8FA312988F1640DD4BD8E244F76C263
diestrus/081120 324_074.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:57	5412963	D24FBDEFD11C569E77CD27FCEF87F1FB
diestrus/081120 326_079.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:58	5520532	2F2A31348858238EDEBC9E956C1E7FC1
diestrus/081120 334_110.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:49	5379213	ED064E16A8ECAA7EA4569528E4544A8A
diestrus/081120 338_122.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:50	5402409	F80626109306CA6981BDEEBB4218D475
diestrus/081120 338_124.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:51	5367754	49C2E6F2FDB28AA91ADB3B2E0A5BEB40
diestrus/081120 339_125.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:51	5516395	C36628D0514326F60E52850C89D19436
diestrus/081220 310_160.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:07	5421345	EE09BEEFB505C61919981E6002C9021B
diestrus/081220 318_185.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5377244	360B247B0D5537C5DEFBE83811990ABB
diestrus/081220 318_186.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5369747	C4DEAEB6BEA2C71C94B8D9FDAC4417C7
diestrus/081220 318_187.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5289554	84CFBC0554E1B9A3A9C42E9C186EE978
diestrus/081220 319_188.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5365179	7B4486AE75A38A7A1FFF19C22B5D98AE
diestrus/081220 319_189.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5342888	0B9B23A48D5AF786561FF24C2E9CAFBA
diestrus/081220 319_190.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:09	5364087	B6E816BBE8A5F26DC795B0AC1F771F81
diestrus/081220 322_199.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:10	5330288	AAA7D9614553CE8776BA3C49FFFB4667
diestrus/081220 333_231.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:13	5220455	1A55E81F64325367B960881E8B99AECE
diestrus/081220 334_234.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:13	5127490	61B509A1FB6910351E73F97EAF37CE64
diestrus/081220 334_235.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:13	5126321	050C874C43052142FD96997F4DCAC17C
diestrus/081220 334_236.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:13	5129935	6572C73C154AEBB421C4AE64C6E11B24
diestrus/081220 336_242.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:04	5400775	5FB76B6FD0E0B2D9BB1D460D628A9482
diestrus/081220 339_249.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:04	5480689	BE2A4B6BBB4A6B37DFC3E8D03BB4DC77
diestrus/081220 339_250.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:04	5472115	EE0568675E5D21DAE4C5A36CF71F1BCC
diestrus/081320 107_275.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:23	5417845	4B0B8A814CA326A26826F9DB3745FE6E
diestrus/081320 107_276.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:23	5511321	6E2935399F1396E447B1CF1C6FE6D665
diestrus/081420 101_319.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:36	8516551	598A244B5EAFB41407E78995384D3186
diestrus/081420 101_320.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:36	8322536	7A211E4E07E2008EC50C934AE6EB2833
diestrus/081420 103_327.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:36	8125360	FEFE7E73D1F4EC4E01D3BBD4970FE9F4
diestrus/081420 104_330.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:37	8145780	2EF3F25741E81E37FD3F11EE5B2FBEDF
diestrus/081420 105_331.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:37	8487364	A54B97448EF453B278D78FEF8C40DE33
diestrus/081420 105_332.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:37	8239144	A63C5C5718DD712C2D8C04A04995C517
diestrus/081420 105_333.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:37	8265194	41983728507F320DC4E0F6E94D99427F
diestrus/081420 107_337.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:37	8076170	7FF1C717E43A96F13A0BE8C275301DD7
diestrus/081420 107_338.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:38	8216662	E2F1F095CF4FB73F948FE0E60278F89F
diestrus/081420 107_339.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:38	8152372	D2884AADC4859CCE9A820A794F4CDCBB
diestrus/081420 108_342.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:38	8140907	5B41E3E9F535E15FA5F5DA2993B757E1
diestrus/081420 111_353.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:39	8446097	2FA256EF737968EDD2EEB586B1096FED
diestrus/081420 112_356.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:39	8902795	BEBC389C754644C3737BE9A0C0D34CAE
diestrus/081420 113_358.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:39	8179767	9F92DC03A4E380EDE96AF1437392FCD4
diestrus/081420 116_366.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:40	7857468	48DC5308E1D1B691B1869C5A9F824C4F
diestrus/081420 116_368.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:34	7852520	D1988A1ED7D1D59E4BB8534BA3B87BF8
diestrus/081420 117_369.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:34	8535355	DE84B05559FECFD44816B1BA18DD5EEE
diestrus/081420 117_370.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:34	8550427	8493E508CE32A85E9F0D95DF95F9F677
diestrus/081420 117_371.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:35	8542036	246E72C1C4FA8197E1704D4D2881E26F
diestrus/081420 118_372.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:35	8547839	4C6E45EC262B88CC615344B9CDEBF547
diestrus/081420 118_373.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:35	8614898	6489F1A7E43F4FE8621654401DB5F4D0
diestrus/081420 119_377.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:35	8134347	76B25C36EF91EC5E4A789841007C7630
diestrus/081420 120_380.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:35	8061480	98169C71707D60CA3175DFBF978DBDB6
diestrus/081520 102_387.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:56	8374485	CBA6A720E1F930EE9842525901E36EEE
diestrus/081520 103_390.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:57	8140728	99BFE625F89D0F28644F74038664A785
diestrus/081520 106_397.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:58	8423762	EFCF4388D55726C0595D668B2C27EB5B
diestrus/081520 106_398.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:58	8387045	FBBEEB860257D9DF478A2B13D37F4852
diestrus/081520 106_400.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:58	8501747	4764E605F14AE7610E2581FE14714AFA
diestrus/081520 108_404.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:58	8389270	2C90CEA7F3B51884FDE1AA57A821FB11
diestrus/081520 110_410.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:59	8140233	5DB8EB38667F13167A40EF1C126B290F
diestrus/081520 110_411.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:59	8111480	EF5BFF546D7B127800E103DA32EACBF9
diestrus/081520 110_412.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:59	8420936	78541A57D25DAF0C8F2CC4F5B47509BD
diestrus/081520 112_417.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:00	8030864	4B7404779BD4CD0AEF09553C1F534F67
diestrus/081520 112_418.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:00	8498533	C7BE368E106B342756FBDAA30A4C9D6D
diestrus/081520 114_422.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:00	8368329	FE5C12467935BA991975317D5B24764E
diestrus/081520 114_423.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:00	8369527	B2EC7FC20E5F232B081D7D022C633DEA
diestrus/081520 114_424.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:01	8083666	BA4B09B77E72FB7BC315940DCF1F890E
diestrus/081520 115_425.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:01	8627664	1F26EFC513145ABA9D4573D93D502BA2
diestrus/081520 115_426.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:01	8329031	F36551AE987032F76C89499C4C2DACB0
diestrus/081520 115_427.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:01	8461587	A7BC4135A4D33D846D9A9B8249A8C49D
diestrus/081520 116_429.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:01	8293711	3635B30D811A047A1A852F033E5ADD80
diestrus/081520 116_431.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:02	8165265	FB07291F5506690B1947B70BBF82372B
diestrus/081520 117_432.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:02	8507687	DF68F02C88593689A63AAA509AEB1185
diestrus/081520 117_433.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:02	8446555	8F6F34D37A5D1C907765A64C85D7B397
diestrus/081520 117_434.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:02	8166381	BD256C7D7EAF81EE7C996979E32A1A69
diestrus/081520 118_436.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:55	8253996	3A5B10784E8E23E1E674CB8224EAEC9F
diestrus/081520 118_437.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:55	8283134	D892B44F650BAD3DE048EC12DFE6910B
diestrus/081520 119_438.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:55	8375972	FD862A633F85FEE92794CFE589BC1BE1
diestrus/081520 119_439.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:55	8155269	A83D7849E051B0730D1F1A768501E0DE
diestrus/081520 119_440.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:10:56	8167611	4323731E044F60C1DC463A7962C22F6D
diestrus/081620 102_447.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:19	8101963	6C89BFC0794A59348F39ED335C4F2159
diestrus/081620 102_448.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:19	8032300	2C56AB1417E0CDBAAB7B3F433DB85DC3
diestrus/081620 102_449.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:19	8034270	62D5D765081D2E240046774BB6245821
diestrus/081620 106_459.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:20	8125726	30DC1076DDE5BA80FC6D1B679BE8D8E4
diestrus/081620 110_473.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7742789	AF60FDB5600D8CB40EF0A3B5AA426D04
diestrus/081620 110_474.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7748905	233FB1148221EB1E31E97B924121D6BB
diestrus/081620 110_475.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7713237	0B9F5358A23F60E135CDF31649F0296C
diestrus/081620 112_479.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7809356	AF7C743D3CA9E10AAEBC7F819FA068DA
diestrus/081620 112_480.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7730883	76D179CFA59225D5793E6AA60D911836
diestrus/081620 112_481.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:22	7784834	C87D3580B837C471CE00D799CB143B57
diestrus/081620 114_487.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:23	8166818	2E40E74D784EDBB1E464A2D37FB75181
diestrus/081620 120_504.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:19	8147241	C38B89369E970A963A7961750C1CF150
diestrus/081720 102_509.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:30	8315992	9D800C97D5F102700ACBEDD8B3368E0E
diestrus/081720 102_511.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:30	8401646	7EB4DDA99058F677A7D5BB441464C1D8
diestrus/081720 104_516.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:31	8205235	F0245780D35E68C2C341BFB4BF7EA5E5
diestrus/081720 109_531.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:32	8088465	CA6E27069E56B5A1145DB77A2867D437
diestrus/081720 113_542.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:27	8222248	CA35617130EF7B6EF1BA1A7BCA45100C
diestrus/081720 113_544.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:27	8219767	15D60DE89D401CA3C5CB4607E9CC14AA
diestrus/081720 120_565.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:30	8227390	1D1748288990C150B66065ACC50FDC23
diestrus/081820 108_3.jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:38	196445	E81632FF8DD60E4CA22B091142339665
diestrus/081820 109_1.jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:38	190483	069CD4B0493956C52785E6D35FA8880C
diestrus/081820 109_3.jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:38	185454	C5601F0845C733BECE78EEC29F890C8C
diestrus/081820 111_2.jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:38	182660	73D7EB18479A25BB69CF62E1F9DD7E4F
diestrus/081820 111_3.jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:11:38	197143	C84371A9FCE67749823F26C86200B73A
