Files	SourceLab	Magnification	Stain	Species	Strain	DateAdded	FileSize_bytes_	md5
proestrus/061120 F6_2020_06_22_0154.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:20	3949979	AE4B22476A13B8373DDB24855AE00DB4
proestrus/061120 F6_2020_06_22_0155.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:20	3968424	0033514788C92A3DA9FAD3703247EB1D
proestrus/061120 F9_2020_06_22_0162.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:18	4010604	A27B526229241AB34C844AC480EBA772
proestrus/061120 F9_2020_06_22_0163.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:18	3982438	E418985BF7D8D26EEC13F8C3975D86ED
proestrus/061120 F9_2020_06_22_0164.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:18	3930440	A0DB4DB75BF83EAB1FFE7FEE9E12857A
proestrus/061220 F5_2020_06_22_0182.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:16	4014699	C04DB1AEF3F47107158CDE832E1FDA4C
proestrus/061220 F7_2020_06_22_0187.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:15	4004982	FD98977B80EEF0625659AA9C20024CE9
proestrus/061220 F8_2020_06_22_0189.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:16	4237970	B2C39F5374F982DEF6F42AAB5D6F1B02
proestrus/061220 F8_2020_06_22_0191.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:14	4195388	721597A69AA239034B9BEF61CCC63341
proestrus/061320 F1_2020_06_23_0200.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:13	4604462	B11F5EF86BF39D6D2901BCB4DE27F658
proestrus/061320 F4_2020_06_23_0208.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:12	3991859	1F57FCAF746C519456E908A635CADD6C
proestrus/061320 F4_2020_06_23_0209.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:12	3898058	0203F63FA37B0E6D73807F2C632CC68C
proestrus/061320 F4_2020_06_23_0210.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:12	3915064	EE4C19130E52DB8DD2C4E709A0309696
proestrus/061320 F4_2020_06_23_0211.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:11	3854885	45083795B334D52DB1D69A21CFD6048E
proestrus/061320 F7_2020_06_23_0218.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	3933454	A808C9CA7DEED89E4C88B6A733544AEE
proestrus/061320 F7_2020_06_23_0220.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	3881210	611331D3E2E5B9889989B7CED583BB0C
proestrus/061320 F9_2020_06_23_0224.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	4065615	42D572AB3F8F5FFFE27DDB46CADC77DB
proestrus/061320 F9_2020_06_23_0225.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:08	4396552	DEE38F7829BCE4703B9962F528EF682A
proestrus/061320 F9_2020_06_23_0226.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	4347123	817773D92CBBF64D19B20ADB520F2827
proestrus/061420 F1_2020_06_23_0231.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	3955766	A9097483296C7C175C3C239855CE42FE
proestrus/061420 F2_2020_06_23_0233.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:09	4364105	9A54D85FA7D9A49CAAF0645ABB7F4AF6
proestrus/061420 F3_2020_06_23_0238.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:06	4055437	8F2B0E5B87BC40BB3C6DF0CBB0B4A77C
proestrus/061420 F5_2020_06_23_0242.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	4208375	E3CBC61249D095D194700EC0030DDC53
proestrus/061420 F5_2020_06_23_0244.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:06	4150377	E9CB680F650F26A388B15633718E2581
proestrus/061420 F6_2020_06_23_0245.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:10	4278388	D235226769C159AB0FC55B3DB0389270
proestrus/061420 F6_2020_06_23_0246.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:06	4243104	A04B70FEB9B331549F7D074A9C497191
proestrus/061420 F6_2020_06_23_0247.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:05	4194241	3A6D5E3D65775EBB8A022146EF51134B
proestrus/061420 F7_2020_06_23_0250.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:06	3945325	9BDDBECF0947C5C6E72E9FE823A6B67E
proestrus/061420 F8_2020_06_23_0252.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:05	4024185	5A13F7CF1955CBD132895341F88D8E34
proestrus/061520 F10_2020_06_23_0287.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:58	4083280	614581882DD10DA80B2B42A48BF2914F
proestrus/061520 F10_2020_06_23_0288.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:59	4032399	26C068145937F4CF0317197A471DBCD9
proestrus/061520 F10_2020_06_23_0289.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:58	3986869	E24691789884D820F553FF16B7CC95A0
proestrus/061520 F1_2020_06_23_0261.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:05	4046933	D3A800F6C517E2E583E463A7B718F737
proestrus/061520 F1_2020_06_23_0262.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:03	4161399	03AA80A58CDC041A83A587BD4FB2D8D1
proestrus/061520 F2_2020_06_23_0263.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:05	4417554	30BC033314642646C8AA15626079D2B2
proestrus/061520 F2_2020_06_23_0264.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:03	4288415	80A2337BDA272E5F8BEDB0336E14EDDA
proestrus/061520 F2_2020_06_23_0265.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:04	4061640	E1500B44811A263499973A9C141D276A
proestrus/061520 F3_2020_06_23_0266.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:02	3969141	EAA67F455CACC2B9AA479C486A65168B
proestrus/061520 F3_2020_06_23_0267.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:04	3980186	8FC48558E515723415437F4732212C03
proestrus/061520 F6_2020_06_23_0275.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:01	3936722	709E6AB6914C5A1047B60035D42F8189
proestrus/061520 F6_2020_06_23_0276.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:02	4064268	E2A923ACB08520D703BA086A9405B3C8
proestrus/061520 F6_2020_06_23_0277.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:42:00	3975040	D0DFB3F682238A243957ECCE503D8E4C
proestrus/061620 F10_2020_06_23_0317.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	4053762	9E5C80F2A612CA254B1D81AB2A9ECD0E
proestrus/061620 F10_2020_06_23_0318.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:53	4119444	7489488B62B57EEFC7F048B17B683A1F
proestrus/061620 F4_2020_06_23_0299.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:55	4240278	DF33F07E814EEC4A820B4DB29970BB48
proestrus/061620 F4_2020_06_23_0300.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:57	4212204	3CC274802ECD19D09CB022FBD1E0AEBC
proestrus/061620 F4_2020_06_23_0301.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:56	4150543	D092888600545F2DAA435063D0F8A62E
proestrus/061620 F5_2020_06_23_0302.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:55	4245539	2E444E48BFBB8472BE4A934CFAA0BA4F
proestrus/061620 F8_2020_06_23_0311.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	4049973	9C928BB8AF3BFD35B96EDE961E3E55FB
proestrus/061620 F8_2020_06_23_0312.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:53	4185139	5928C556634D44F2B62C6C15C556B26B
proestrus/061620 F8_2020_06_23_0313.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:54	4374325	FF4E022CC14350BC830684F1E1ADAFC8
proestrus/061820 F1_2020_06_23_0320.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:53	4177011	A16759F6FC6DE931EBA03EE8771D6212
proestrus/061820 F1_2020_06_23_0321.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:51	4156419	1809B686A31A647C2D56AFBDC7FCC400
proestrus/061820 F2_2020_06_23_0324.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:50	4116284	E9A47A8DF100DC310A52DF6809655D29
proestrus/061820 F3_2020_06_23_0326.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:49	4055420	1530BB814EFD2C8DC1CF99B855DB209F
proestrus/061820 F3_2020_06_23_0327.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:51	4168305	86C9566876AFF573CEC013015F06332A
proestrus/061820 F3_2020_06_23_0328.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:50	4117456	1B04B125C088AFA9FA9B7081ED5809DE
proestrus/061820 F4_2020_06_23_0329.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:49	4174243	28E6D62396B1FBAB8EBA60318328D9F2
proestrus/061820 F4_2020_06_23_0330.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:50	4100781	97FFAD51C56F62812447C8B4B39822C7
proestrus/061820 F4_2020_06_23_0331.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:51	4289658	9308C142DC795B295271B4777422F617
proestrus/061820 F5_2020_06_23_0332.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:48	4014848	00DEAC36869F4F4842611CD608051786
proestrus/061820 F5_2020_06_23_0333.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:49	3954590	DF692B42D7726E84A252D3ECBA513AA4
proestrus/061820 F5_2020_06_23_0334.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:50	4304104	1DEAA01A4B8C9ED426AC7763F293DF41
proestrus/061820 F6_2020_06_23_0336.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:50	4031259	01BFF30E07132FCD72888A43712F2E15
proestrus/061820 F6_2020_06_23_0337.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:49	4113910	93DD5BF3719630E8C35C3AC862D54E3B
proestrus/061820 F6_2020_06_23_0338.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:49	4077213	8436B1A9951A4EA2E8CCC86DA7131ED1
proestrus/061820 F7_2020_06_23_0339.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:48	4074299	928D7C4D01930C1C9DC1D5D00EBCFB8B
proestrus/061820 F8_2020_06_23_0343.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	3986001	BEE71BA88B8435CCB88D80A26E56498B
proestrus/061820 F8_2020_06_23_0344.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	4113512	8EE538A7797450C6B4F5DD93284F18A2
proestrus/061820 F9_2020_06_23_0345.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:48	4099159	D41D8CD98F00B204E9800998ECF8427E
proestrus/061820 F9_2020_06_23_0346.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:47	4072892	D41D8CD98F00B204E9800998ECF8427E
proestrus/061820 F9_2020_06_23_0347.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	4049229	19B965309DA5ACBCD6683DBAC077FE18
proestrus/061920 F10_2020_06_23_0378.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:39	4142765	CDAFBD3B0A6F6DCDEDCB570A725F3F45
proestrus/061920 F10_2020_06_23_0379.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:38	4077619	28915985AB276FF72F1D83FEBA125ADD
proestrus/061920 F10_2020_06_23_0380.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:38	4082388	1F3555F57195B5A6B8DB9CD274B7D442
proestrus/061920 F10_2020_06_23_0381.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:38	4202683	725432F6BC9585DAA706CE21E2BA7B0F
proestrus/061920 F1_2020_06_23_0351.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:45	4061517	5586BF6F7FC6C4009B1B8C81639C4005
proestrus/061920 F1_2020_06_23_0352.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:46	4097247	79F4DBCD8E7B285003562F09DCCE102E
proestrus/061920 F2_2020_06_23_0354.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	3902953	74A2362251BC3B121B5DED218B5A9660
proestrus/061920 F2_2020_06_23_0355.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:43	4058961	C476A92D63ABAA23C7EF2B4CA8C7A22C
proestrus/061920 F2_2020_06_23_0356.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	4073978	6A8A6159A232EEFF02F3DEC5C25BEFCE
proestrus/061920 F3_2020_06_23_0357.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	4062344	E73103A735E2A2CE38F78F79E7AB2200
proestrus/061920 F3_2020_06_23_0358.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4103771	1CFE89864454F9974F024DF74CEF3B75
proestrus/061920 F3_2020_06_23_0359.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4075770	53DB0603FCFE36812AC121BCC731ADB3
proestrus/061920 F6_2020_06_23_0366.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4229484	4998D7FD453F064CEE6974825507409B
proestrus/061920 F6_2020_06_23_0367.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4052145	580143B94B67CF86F82EA24673B8E5E0
proestrus/061920 F6_2020_06_23_0368.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:44	4228217	AE29DEB2F69963C4B547DEC07DF475A0
proestrus/061920 F7_2020_06_23_0369.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:42	4266033	CBA86F47BB069F014D77C10D74AF31FD
proestrus/061920 F7_2020_06_23_0370.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:41	4077523	4BE86E5FFC66986BCC8EC9876ECE2951
proestrus/061920 F7_2020_06_23_0371.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:41	4123991	FC6FE60513829C6A7FA18BEB068BA1F3
proestrus/061920 F9_2020_06_23_0375.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:40	4319704	09F11B09C07D85F36B36D767AEF20255
proestrus/061920 F9_2020_06_23_0376.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:39	4199920	1E447302F70146BE9C97F42772675436
proestrus/061920 F9_2020_06_23_0377.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:39	4362992	D33CAB437541FCC00EDF1D0BF6EFF3FD
proestrus/062020 F10_2020_06_23_0409.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:34	4007708	289220E12F984625E4BAE165B5A90CEB
proestrus/062020 F10_2020_06_23_0410.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:35	4009660	056ED642F07A1F8B7007BA0E4BA112F3
proestrus/062020 F10_2020_06_23_0411.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:34	4122428	987A84BE555CEADC1C2E446C4DE78325
proestrus/062020 F1_2020_06_23_0383.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:37	3979398	EFACD0B246E8CA490398445FA85213C2
proestrus/062020 F1_2020_06_23_0384.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:37	4186506	10106E0258AFD64CF7A22780E748B739
proestrus/062020 F8_2020_06_23_0403.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:39	4138569	7970D1A58D9BD241EDB56A2A25344C0A
proestrus/062020 F8_2020_06_23_0404.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:39	4226584	56FF054CDA76684184BFD7AE866506E2
proestrus/062020 F8_2020_06_23_0405.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:38	4079244	0A1537D6DB149C9AD98DC20ADD723909
proestrus/062120 F2_2020_06_23_0416.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:33	4052582	BD6C807AA9E454C2931438BF3AC59DF2
proestrus/062120 F5_2020_06_23_0426.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:32	4151992	9BF66692A7EE18282C6C4ABC43CC8E18
proestrus/062120 F6_2020_06_23_0428.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:32	4014639	CCBC2725B7D4DB651559366379A800F3
proestrus/062120 F8_2020_06_23_0434.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:31	4043402	95B8D487826029A129FBAECF21245AE3
proestrus/062120 F8_2020_06_23_0435.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:30	4096409	1337197D508EBE850E477E4A830E551F
proestrus/062120 F8_2020_06_23_0436.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:31	4104615	B7EF22F37059DF37D9AB21A57D6F4225
proestrus/062120 F9_2020_06_23_0437.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:31	4310442	C181EAF14F42E67533D09F1863DE15AD
proestrus/062120 F9_2020_06_23_0438.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:29	4125949	D3123F72F16EDD381410F3483F173377
proestrus/062120 F9_2020_06_23_0439.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:29	4155272	E897D5F1CFD70C064F280CB73FD1E2F0
proestrus/062220 F3_2020_06_23_0449.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:28	4309376	6D3573B6D09BD0E87627255C0B163741
proestrus/062220 F3_2020_06_23_0450.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:28	4401731	CE169DB2D52FD3D011FFD0381BBC2FA4
proestrus/062220 F3_2020_06_23_0451.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	12-Apr-2022 13:41:28	4381341	C8194CF3A7EBFF6CFB36682407075F47
proestrus/08-06-20_01 (4).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:04:46	1690477	C416A23A64F8674069CDBC88EC0C8CAF
proestrus/08-06-20_02 (4).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:04:45	1741970	74C861B8AFD0FB21BD97D5741AE1044B
proestrus/08-06-20_02 (8).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:07:30	1548581	2878ED0D708F28D78174E7150252702F
proestrus/08-06-20_03 (4).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:04:45	1679554	474ADE989FCF3DAEEBF860D43C4F65A3
proestrus/08-06-20_03 (8).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:07:30	1639283	310FB250864EC01B3F89B92C9E9E982A
proestrus/08-06-20_04 (7).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:06:26	1659538	5AD0A935BE939E51A9D8C58FA30AD52F
proestrus/08-06-20_04 (8).jpg	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	08-Aug-2020 15:07:30	1668255	FD0A015AD4812689BD650D5FA344B065
proestrus/081120 301_002.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:51	5562418	8E4EEB2BF0AB5B468944F626468360AF
proestrus/081120 301_003.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:51	5528558	AEAE7DA48EE93163A1E55BF541893694
proestrus/081120 301_004.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:51	5528136	0CB1E449BE00C5093DE2BFAFDAFAB4A1
proestrus/081120 303_009.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5613855	2CEE3DA2686F353A4A15ECE39BB2F02E
proestrus/081120 303_010.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5696026	2C1B78EFECD9806E9B93F1A26AD2146F
proestrus/081120 304_011.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5607495	CEBC6B4A0E48B5E18FEC2380CF9E046D
proestrus/081120 304_012.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5844263	7B3350D2AD8356C87698C5CBFC435682
proestrus/081120 304_013.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:52	5649758	6D3FE06FC79E49529AB217CD531E2A07
proestrus/081120 306_017.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	5490576	A05AA137A28A4865E7C6503890A49232
proestrus/081120 306_019.JPG	Ostroff	10X	Shorr Stain	Rat	Sprague Dawley WT	24-Oct-2020 15:09:53	5479060	016242174CDBEF4222B43BF39EBC8F67
